Source	NCIt Subset Code	FDA Subset Name	NCIt Concept Code	FDA Source Code	FDA Source PT	FDA Source Synonym(s)	FDA Source Definition	NCIt Definition	Parent Concept's NCIt Concept Code	Parent Concept's FDA Source Code	Parent Concept's FDA Source PT
FDA	C54450	Patient Problem Codes FDA CDRH	C50492	2670	DIFFICULTY CHEWING			Pain or discomfort with mastication, a symptom of underlying disease. Causes can include problems with the teeth, jaws or temporomandibular joint, mumps, cancer, or a neuromuscular disorder.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50493	2098	TOXINS IN CHILDREN	CHILDREN, TOXINS IN	Children affected by toxins may be due to silicone breast implants and their effects on unborn children and from breastfeeding.		C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C35143	2191	CHILLS			A sensation of cold that often marks the start of an infection and the development of a fever.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50494	2464	CHOKING			A condition caused by blocking the airways to the lungs and interference with the respiration by compression or obstruction of the larynx or trachea.	C3671	2348	INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C26720	1777	CHORIOAMNIONITIS			Inflammation of the fetal sac membranes.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C9439	2039	RENAL DISEASE, END STAGE	DISEASE (ESRD), END STAGE RENAL|END STAGE RENAL DISEASE (ESRD)|ESRD, END STAGE RENAL DISEASE|RENAL DISEASE (ESRD), END STAGE	Chronic, irreversible renal failure.	Long-standing and persistent renal disease with glomerular filtration rate (GFR) less than 15 ml/min.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C3199	2237	CHRONIC OBSTRUCTIVE PULMONARY DISEASE, (COPD)	COPD, CHRONIC OBSTRUCTIVE PULMONARY DISEASE|DISEASE (COPD), CHRONIC OBSTRUCTIVE|OBSTRUCTIVE PULMONARY DISEASE (COPD), CHRONIC|PULMONARY DISEASE (COPD), CHRONIC OBSTRUCTIVE		A chronic and progressive lung disorder characterized by the loss of elasticity of the bronchial tree and the air sacs, destruction of the air sacs wall, thickening of the bronchial wall, and mucous accumulation in the bronchial tree. The pathologic changes result in the disruption of the air flow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough, and chest tightness. The two main types of chronic obstructive pulmonary disease are chronic obstructive bronchitis and emphysema.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50495	2550	CLAUDICATION		Limping or lameness.		C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50496	2222	CONVULSION, CLONIC	CLONIC CONVULSION	A convulsion marked by alternating contracting and relaxing of the muscles.	A convulsion marked by alternating contracting and relaxing of the muscles.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50834	2626	CLOSED CAPSULOTOMY				C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C2902	1779	COAGULOPATHY			A condition in which there is a deviation from or interruption of the normal coagulation properties of the blood.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50497	2416	COLLAPSE				C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C34497	2417	COMA	COMATOSE		A state of profound unconsciousness associated with markedly depressed cerebral activity. Causes include central nervous system damage, intoxication, and metabolic abnormalities.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50499	2331	COMPLAINT, ILL-DEFINED	ILL-DEFINED COMPLAINT			C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50500	2212	ABORTION, COMPLETE		All products of conception are expelled and identified.		C35221	1688	ABORTION
FDA	C54450	Patient Problem Codes FDA CDRH	C50502	2192	CONCUSSION		A violent jar or shock, or the condition which results from such an injury.	A violent jar or shock, or the condition which results from such an injury.	C3671	2348	INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C37928	2553	CONFUSION/DISORIENTATION	DISORIENTATION/CONFUSION		A mental state characterized by a lack of clear and orderly thought and behavior.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C2849	1782	CONGENITAL DEFECT/DEFORMITY	DEFECT/DEFORMITY, CONGENITAL|DEFORMITY/DEFECT, CONGENITAL		Any abnormality, anatomical or biochemical, evident at birth or during the neonatal period.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50503	2270	TOXOPLASMOSIS, CONGENITAL	CONGENITAL TOXOPLASMOSIS	Passed from mother to fetus.		C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C3080	1783	CONGESTIVE HEART FAILURE	FAILURE, CONGESTIVE HEART|HEART FAILURE, CONGESTIVE		Failure of the heart to pump a sufficient amount of blood to meet the needs of the body tissues, resulting in tissue congestion and edema. Signs and symptoms include shortness of breath, pitting edema, enlarged tender liver, engorged neck veins, and pulmonary rales.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C34504	1784	CONJUNCTIVITIS			Inflammation of the conjunctiva of the eye.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C26729	1786	CONNECTIVE TISSUE DISEASE	DISEASE, CONNECTIVE TISSUE|TISSUE DISEASE, CONNECTIVE			C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50504	2234	OVERWEAR SYNDROME	SYNDROME, OVERWEAR	Ocular pain which may be very intense, accompanied by corneal epithelium damage, conjunctival injection, lacrimation, blepharospasm, photophobia and hazy vision following corneal edema caused by overwear of contact lenses, principally the PMMA type.	Ocular pain which may be very intense, accompanied by corneal epithelium damage, conjunctival injection, lacrimation, blepharospasm, photophobia and hazy vision following corneal edema caused by overwear of contact lenses, principally the PMMA type.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50505	1745	CROSS-PATIENT EXPOSURE TO BODY FLUIDS	BLOOD/FLUIDS, CONTAMINATION FROM|CONTAMINATION FROM BLOOD/FLUIDS|FLUIDS/BLOOD, CONTAMINATION FROM	The patient becomes contaminated from contact with blood/fluids on a device.	The patient becomes contaminated from contact with blood/fluids on a device.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50441	1787	CONTUSION		A bruise; an injury of a part without a break in the skin.	A bruise; an injury of a part without a break in the skin.	C3671	2348	INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C26730	1789	CORNEAL ABRASION				C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50506	2523	BURN, CORNEAL	CORNEAL BURN			C34441	1757	BURN(S)
FDA	C54450	Patient Problem Codes FDA CDRH	C50507	1790	CORNEAL DECOMPENSATION	DECOMPENSATION, CORNEAL	Inability to maintain corneal integrity; or corneal edema resulting from failure of the corneal endothelium to maintain detumescence.	Endothelial decompensation that is manifested by opacity of the cornea. The condition often occurs as a nonspecific response to mechanical injury from incidental corneal contact by intraocular instruments during surgery; chemical injury from the improper use of intraocular drugs, drugs containing preservatives, or from residues from inadequate rinsing of detergents or other residues from surgical instruments. The most common causes of corneal endothelial decompensation in the adult population are cataract removal/IOL-related endothelial loss and Fuchs dystrophy. When severe, corneal endothelial decompensation requires corneal transplantation.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50508	1791	CORNEAL EDEMA	EDEMA, CORNEAL	Hazy, swollen cornea.	Hazy, swollen cornea.	C3002	1820	EDEMA
FDA	C54450	Patient Problem Codes FDA CDRH	C50509	1878	CORNEAL HAZE				C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50510	2231	CORNEAL INFILTRATES	INFILTRATES, CORNEAL	Discrete, small lesions present in the cornea as a result of corneal inflammation and, in some cases, after soft contact lens wear especially extended-wear lenses.	Discrete, small lesions present in the cornea as a result of corneal inflammation and, in some cases, after soft contact lens wear especially extended-wear lenses.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50511	1793	CORNEAL SCAR	SCAR, CORNEAL			C34483	2061	SCARRING
FDA	C54450	Patient Problem Codes FDA CDRH	C50513	1794	CORNEAL TOUCH	TOUCH, CORNEAL	Complications of intraocular lens surgery; usually refers to intraocular lens contact with cornea, can be intermittent or chronic.	Complications of intraocular lens surgery; usually refers to intraocular lens contact with cornea, can be intermittent or chronic.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50515	1796	CORNEAL ULCER	ULCER, CORNEAL	Area of epithelial tissue loss from corneal surface; associated with inflammatory cells in the cornea and anterior chamber.	Area of epithelial tissue loss from corneal surface; associated with inflammatory cells in the cornea and anterior chamber.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C35375	1797	CRUSHING INJURY	INJURY, CRUSHING			C3671	2348	INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C50517	2656	CUSP TEAR				C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C26737	1798	CYANOSIS			A bluish or purplish discoloration of the skin and mucous membranes resulting from a reduced amount of oxygenated hemoglobin in the blood.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50519	1799	CYCLITIS		Inflammation of the ciliary body.	Inflammation of the ciliary body.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50520	1800	CYST(S), FORMATION OF	FORMATION OF CYST(S)			C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50521	1957	CYTOMEGALOVIRAL RETINITIS	RETINITIS, CYTOMEGALOVIRAL			C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C14196	2220|7COI029E6K	CYTOMEGALOVIRUS (CMV)|HUMAN HERPESVIRUS 5	CMV, CYTOMEGALOVIRUS|CMV, CYTOMEGALOVIRUS|HUMAN HERPESVIRUS 5		A genus of the family herpesviridae, subfamily betaherpesvirinae, infecting the salivary glands, liver, spleen, lungs, eyes, and other organs, in which they produce characteristically enlarged cells with intranuclear inclusions.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50522	2124	VAGINAL MUCOSA DAMAGE	DAMAGE, VAGINAL MUCOSA|MUCOSA DAMAGE, VAGINAL			C3671	2348	INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C27644	1801	DEAFNESS			An inherited or acquired condition characterized by a partial or complete loss of hearing in one or both ears. The level of impairment varies from a mild but important loss of sensitivity to a total loss of hearing.	C35731	1882	HEARING LOSS
FDA	C54450	Patient Problem Codes FDA CDRH	C28554	1802	DEATH|DIED	EXPIRED/DEATH|EXPIRED/DEATH		The cessation of life.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50923	1805	DECREASED APGAR				C50416	1718	APGAR SCORE, DECREASED OR LOW
FDA	C54450	Patient Problem Codes FDA CDRH	C50523	1915	HYPOTHERMIA	BODY TEMPERATURE, DECREASED|DECREASED BODY TEMPERATURE|TEMPERATURE, DECREASED BODY	Abnormally low body temperature.	Abnormally low body temperature.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50524	2430	FORCED EXPIRATORY VOLUME, DECREASED	DECREASED FORCED EXPIRATORY VOLUME (FEV)|FEV (FORCED EXPIRATORY VOLUME), DECREASED|FEV DECREASED|FORCED EXPIRATORY VOLUME (FEV), DECREASED|VOLUME (FEV), DECREASED FORCED EXPIRATORY	A decrease in the fraction of the forced vital capacity that is exhaled in a specific number of seconds.	A decrease in the fraction of the forced vital capacity that is exhaled in a specific number of seconds.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50525	2435	PEAK EXPIRATORY FLOWRATE, DECREASED	DECREASED PEAK EXPIRATORY FLOWRATE|FLOWRATE, DECREASED PEAK EXPIRATORY	A decrease of the greatest rate of flow that can be achieved during forced expiration beginning with the lungs fully inflated.	Decreased expiratory peak flow measurement achieved during forced expiration that primarily reflects changes in upper airway conductance and may be of limited use in evaluation of changes in peripheral airway conductance. Evaluation of peak flow performance is subjective, and, therefore, acceptability criteria are lacking. Because the maneuver is effort and volume dependent, the patient must be encouraged to perform as vigorously as clinically feasible. The results of subjective evaluation may be difficult to interpret consistently. A validated dyspnea rating scale may be useful.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C73504	2683	DECREASED SENSITIVITY				C25637	2414	REACTION
FDA	C54450	Patient Problem Codes FDA CDRH	C50526	2271	THERAPEUTIC RESPONSE, DECREASED	DECREASED THERAPEUTIC RESPONSE|RESPONSE, DECREASED THERAPEUTIC			C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50527	2502	DEHISCENCE OF ORGAN			A splitting open of an anatomical structure, zone, or organ with the exposure or discharge of its content.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C26740	1807	DEHYDRATED			A condition resulting from the excessive loss of water from the body. It is usually caused by severe diarrhea, vomiting or diaphoresis.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50529	2369	FRACTURE, DELAYED UNION	DELAYED UNION FRACTURE|UNION FRACTURE, DELAYED		A bone fracture that is taking an abnormally long time to heal.	C3046	1870	FRACTURE(S)
FDA	C54450	Patient Problem Codes FDA CDRH	C4786	1808	DEMENTIA			Loss of intellectual abilities interfering with an individual's social and occupational functions. Causes include Alzheimer's disease, brain injuries, brain tumors, and vascular disorders.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C9442	1809	DEPOSITS			Accumulation of extraneous inorganic matter in tissues or cavities.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C2982	2361	DEPRESSION			A melancholy feeling of sadness and despair.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C2983	2443	SKIN INFLAMMATION	INFLAMMATION OF SKIN		An inflammatory process affecting the skin. Signs include red rash, itching, and blister formation. Representative examples are contact dermatitis, atopic dermatitis, and seborrheic dermatitis.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C26744	2253	DERMATOMYOSITIS				C2889	1732	AUTOIMMUNE DISEASE
FDA	C54450	Patient Problem Codes FDA CDRH	C50530	2364	DIABETIC KETOACIDOSIS	KETOACIDOSIS, DIABETIC	A type of metabolic acidosis produced by accumulation of ketone bodies resulting from uncontrolled diabetes mellitus.	The metabolic condition resulted from uncontrolled diabetes mellitus, in which the shift of acid-base status of the body toward the acid side because of loss of base or retention of acids other than carbonic acid is accompanied by the accumulation of ketone bodies in body tissues and fluids.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50531	2224	DEMENTIA, DIALYSIS	DIALYSIS DEMENTIA	A severe, often fatal encephalopathy which has been attributed to accumulation in the brain of aluminum from dialysate prepared with inadequately purified water.	A severe, often fatal encephalopathy which has been attributed to accumulation in the brain of aluminum from dialysate prepared with inadequately purified water.	C26920	1833	ENCEPHALOPATHY
FDA	C54450	Patient Problem Codes FDA CDRH	C50532	2239	FIRST USE SYNDROME	SYNDROME, FIRST USE	A symptom complex characterized by nervousness, chest pain, back pain, palpations, pruritus, and other usually mild symptoms occurring minutes following the initiation of dialysis with a new dialyzer.	A symptom complex characterized by nervousness, chest pain, back pain, palpations, pruritus, and other usually mild symptoms occurring minutes following the initiation of dialysis with a new dialyzer.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50403	2452	DIAPHORETIC		Pertaining to or characterized by, or promoting diaphoresis; an agent that produces diaphoresis. (Diaphoresis is the act of perspiration, especially profuse perspiration).	Pertaining to, characterized by, or promoting sweating, e.g. procedure or an agent that promotes sweating.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
